Wavelength,Flux,BestFit,SkyFlux
4510.244,82.763,83.625,15.726
4511.282,83.634,84.289,15.836
4512.321,84.012,84.125,15.574
4513.360,85.647,83.452,14.810
4514.400,85.675,83.383,14.841
4515.439,81.620,83.234,15.600
4516.479,81.192,83.206,15.481
4517.519,85.456,83.472,15.081
4518.559,83.718,82.554,14.557
4519.600,85.519,82.361,14.538
4520.641,82.813,83.111,15.146
4521.682,83.025,83.290,14.620
4522.723,83.627,82.548,14.772
4523.765,84.710,81.789,15.121
4524.806,81.959,81.590,15.424
4525.848,80.862,81.577,14.642
4526.891,83.045,81.822,14.281
4527.933,84.967,82.326,14.927
4528.976,81.989,82.181,13.823
4530.019,84.576,81.222,13.007
4531.062,87.969,81.511,12.818
4532.105,83.133,82.052,13.584
4533.149,81.925,82.671,14.728
4534.193,83.021,81.618,14.710
4535.237,82.495,80.264,13.613
4536.282,83.893,81.290,13.536
4537.326,83.370,83.496,14.266
4538.371,85.152,84.053,15.040
4539.416,79.203,83.613,15.903
4540.462,83.704,82.916,15.988
4541.507,83.155,82.258,15.181
4542.553,83.406,81.551,14.625
4543.599,83.744,80.864,15.317
4544.645,82.452,81.978,15.971
4545.692,83.153,82.350,15.588
4546.739,83.300,80.585,14.560
4547.786,82.852,79.022,14.599
4548.833,81.897,79.850,15.535
4549.881,80.818,80.129,14.352
4550.928,82.808,79.457,13.557
4551.976,83.587,80.093,13.921
4553.025,83.089,80.995,14.263
4554.073,79.994,81.260,15.166
4555.122,84.413,80.936,14.882
4556.171,83.404,80.102,14.019
4557.220,81.614,80.481,14.666
4558.270,84.770,81.951,14.731
4559.319,80.416,81.479,14.500
4560.369,79.783,80.490,15.170
4561.419,79.454,81.853,15.207
4562.470,82.478,82.603,15.565
4563.520,83.775,81.828,15.498
4564.571,82.273,81.489,14.700
4565.623,82.871,82.468,14.297
4566.674,82.256,82.890,14.340
4567.726,81.046,81.435,14.297
4568.777,83.989,81.092,14.684
4569.830,83.152,81.250,15.143
4570.882,82.585,80.925,15.069
4571.935,81.389,80.496,14.123
4572.987,79.296,80.230,13.911
4574.040,82.063,80.241,14.386
4575.094,80.082,80.923,14.535
4576.147,82.506,80.890,14.695
4577.201,80.758,80.305,15.135
4578.255,83.005,79.983,15.746
4579.310,82.889,79.735,16.385
4580.364,81.813,79.153,15.327
4581.419,83.441,79.001,14.013
4582.474,79.243,78.435,14.416
4583.529,80.124,78.429,14.486
4584.585,83.738,78.320,13.768
